,accession,name,chemical_formula,average_molecular_weight,monisotopic_molecular_weight,iupac_name,traditional_iupac,cas_registry_number,smiles,inchi,inchikey
87,HMDB0011714,Vanilpyruvic acid,C10H10O5,210.1834,210.05282343,3-(4-hydroxy-3-methoxyphenyl)-2-oxopropanoic acid,3-(4-hydroxy-3-methoxyphenyl)-2-oxopropanoic acid,1081-71-6,COC1=C(O)C=CC(CC(=O)C(O)=O)=C1,"InChI=1S/C10H10O5/c1-15-9-5-6(2-3-7(9)11)4-8(12)10(13)14/h2-3,5,11H,4H2,1H3,(H,13,14)",YGQHQTMRZPHIBB-UHFFFAOYSA-N
88,HMDB0011716,N-Acetylvanilalanine,C12H15NO5,253.2512,253.095022595,2-acetamido-3-(4-hydroxy-3-methoxyphenyl)propanoic acid,2-acetamido-3-(4-hydroxy-3-methoxyphenyl)propanoic acid,Nah,COC1=CC(CC(NC(C)=O)C(O)=O)=CC=C1O,"InChI=1S/C12H15NO5/c1-7(14)13-9(12(16)17)5-8-3-4-10(15)11(6-8)18-2/h3-4,6,9,15H,5H2,1-2H3,(H,13,14)(H,16,17)",UKDKTHYZLXZOSS-UHFFFAOYSA-N
89,HMDB0011719,Homovanillic acid sulfate,C9H10O7S,262.237,262.014723364,2-[3-methoxy-4-(sulfooxy)phenyl]acetic acid,[3-methoxy-4-(sulfooxy)phenyl]acetic acid,38339-06-9,COC1=C(OS(O)(=O)=O)C=CC(CC(O)=O)=C1,"InChI=1S/C9H10O7S/c1-15-8-4-6(5-9(10)11)2-3-7(8)16-17(12,13)14/h2-4H,5H2,1H3,(H,10,11)(H,12,13,14)",IACOAKYXFIWAQN-UHFFFAOYSA-N
90,HMDB0011754,Methyldopa,C10H13NO4,211.2145,211.084457909,"(2S)-2-amino-3-(3,4-dihydroxyphenyl)-2-methylpropanoic acid",methyldopa,555-30-6,C[C@](N)(CC1=CC=C(O)C(O)=C1)C(O)=O,"InChI=1S/C10H13NO4/c1-10(11,9(14)15)5-6-2-3-7(12)8(13)4-6/h2-4,12-13H,5,11H2,1H3,(H,14,15)/t10-/m0/s1",CJCSPKMFHVPWAR-JTQLQIEISA-N
91,HMDB0012173,4Alpha-hydroxymethyl-5alpha-cholesta-8-en-3beta-ol,C28H48O2,416.6795,416.36543078,"(2S,5S,6R,15R)-6-(hydroxymethyl)-2,15-dimethyl-14-(6-methylheptan-2-yl)tetracyclo[8.7.0.0²,⁷.0¹¹,¹⁵]heptadec-1(10)-en-5-ol","(2S,5S,6R,15R)-6-(hydroxymethyl)-2,15-dimethyl-14-(6-methylheptan-2-yl)tetracyclo[8.7.0.0²,⁷.0¹¹,¹⁵]heptadec-1(10)-en-5-ol",Nah,CC(C)CCCC(C)C1CCC2C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)[C@@H](CO)C1CC3,"InChI=1S/C28H48O2/c1-18(2)7-6-8-19(3)22-11-12-23-20-9-10-24-21(17-29)26(30)14-16-28(24,5)25(20)13-15-27(22,23)4/h18-19,21-24,26,29-30H,6-17H2,1-5H3/t19?,21-,22?,23?,24?,26-,27+,28-/m0/s1",UPEGTKGKNWDIAN-GYISYUOESA-N
92,HMDB0012197,Canavaninosuccinate,C9H16N4O7,292.2459,292.101898886,2-[3-(3-amino-3-carboxypropoxy)carbamimidamido]butanedioic acid,2-[3-(3-amino-3-carboxypropoxy)carbamimidamido]butanedioic acid,56073-32-6,NC(CCONC(=N)NC(CC(O)=O)C(O)=O)C(O)=O,"InChI=1S/C9H16N4O7/c10-4(7(16)17)1-2-20-13-9(11)12-5(8(18)19)3-6(14)15/h4-5H,1-3,10H2,(H,14,15)(H,16,17)(H,18,19)(H3,11,12,13)",SGYMGUGIGTWWLU-UHFFFAOYSA-N
93,HMDB0012209,Diethylphosphate,C4H11O4P,154.1015,154.039495352,diethoxyphosphinic acid,diethyl phosphoric acid,598-02-7,CCOP(O)(=O)OCC,"InChI=1S/C4H11O4P/c1-3-7-9(5,6)8-4-2/h3-4H2,1-2H3,(H,5,6)",UCQFCFPECQILOL-UHFFFAOYSA-N
94,HMDB0012221,Dopaxanthin,C18H18N2O8,390.3441,390.106315562,"(2S,4E)-4-[(2Z)-2-{[(1S)-1-carboxy-2-(3,4-dihydroxyphenyl)ethyl]imino}ethylidene]-1,2,3,4-tetrahydropyridine-2,6-dicarboxylic acid",dopaxanthin,71199-31-0,OC(=O)[C@H](CC1=CC=C(O)C(O)=C1)\N=C/C=C1\C[C@H](NC(=C1)C(O)=O)C(O)=O,"InChI=1S/C18H18N2O8/c21-14-2-1-9(8-15(14)22)5-11(16(23)24)19-4-3-10-6-12(17(25)26)20-13(7-10)18(27)28/h1-4,6,8,11,13,20-22H,5,7H2,(H,23,24)(H,25,26)(H,27,28)/b10-3-,19-4-/t11-,13-/m0/s1",YSNPSKZBOQYUHH-AFUNOPLTSA-N
95,HMDB0012250,L-Aspartyl-4-phosphate,C4H8NO7P,213.0826,213.003838127,(2S)-2-amino-4-oxo-4-(phosphonooxy)butanoic acid,aspartyl phosphate,22138-53-0,N[C@@H](CC(=O)OP(O)(O)=O)C(O)=O,"InChI=1S/C4H8NO7P/c5-2(4(7)8)1-3(6)12-13(9,10)11/h2H,1,5H2,(H,7,8)(H2,9,10,11)/t2-/m0/s1",IXZNKTPIYKDIGG-REOHCLBHSA-N
96,HMDB0012281,Portulacaxanthin II,C18H18N2O7,374.3447,374.11140094,"(4E)-4-[(2E)-2-{[1-carboxy-2-(4-hydroxyphenyl)ethyl]imino}ethylidene]-1,2,3,4-tetrahydropyridine-2,6-dicarboxylic acid","(4E)-4-[(2E)-2-{[1-carboxy-2-(4-hydroxyphenyl)ethyl]imino}ethylidene]-2,3-dihydro-1H-pyridine-2,6-dicarboxylic acid",Nah,OC(=O)C(CC1=CC=C(O)C=C1)\N=C\C=C1/CC(NC(=C1)C(O)=O)C(O)=O,"InChI=1S/C18H18N2O7/c21-12-3-1-10(2-4-12)7-13(16(22)23)19-6-5-11-8-14(17(24)25)20-15(9-11)18(26)27/h1-6,8,13,15,20-21H,7,9H2,(H,22,23)(H,24,25)(H,26,27)/b11-5-,19-6+",MBFJCQLVRQZZOV-KRDOMJLVSA-N
97,HMDB0012325,Arabinofuranose,C5H10O5,150.1299,150.05282343,"(3R,4R,5S)-5-(hydroxymethyl)oxolane-2,3,4-triol",L-arabinofuranose,13221-22-2,OC[C@@H]1OC(O)[C@H](O)[C@H]1O,"InChI=1S/C5H10O5/c6-1-2-3(7)4(8)5(9)10-2/h2-9H,1H2/t2-,3-,4+,5?/m0/s1",HMFHBZSHGGEWLO-HWQSCIPKSA-N
98,HMDB0012467,(-)-Epicatechin sulfate,C15H13O9S,369.323,369.028027704,"(3R)-2-(3,4-dihydroxyphenyl)-6,8-dihydroxy-3,4-dihydro-2H-1-benzopyran-3-yl sulfate","(3R)-2-(3,4-dihydroxyphenyl)-6,8-dihydroxy-3,4-dihydro-2H-1-benzopyran-3-yl sulfate",Nah,OC1=CC(O)=C2OC([C@@H](CC2=C1)OS([O-])(=O)=O)C1=CC=C(O)C(O)=C1,"InChI=1S/C15H14O9S/c16-9-3-8-5-13(24-25(20,21)22)15(23-14(8)12(19)6-9)7-1-2-10(17)11(18)4-7/h1-4,6,13,15-19H,5H2,(H,20,21,22)/p-1/t13-,15?/m1/s1",WTXWEAXATVSZQX-AFYYWNPRSA-M
99,HMDB0012710,3-Dehydroquinic acid,C7H10O6,190.1507,190.047738052,"(1R,3R,4S)-1,3,4-trihydroxy-5-oxocyclohexane-1-carboxylic acid",3-dehydroquinic acid,10534-44-8,O[C@@H]1C[C@@](O)(CC(=O)[C@H]1O)C(O)=O,"InChI=1S/C7H10O6/c8-3-1-7(13,6(11)12)2-4(9)5(3)10/h3,5,8,10,13H,1-2H2,(H,11,12)/t3-,5+,7-/m1/s1",WVMWZWGZRAXUBK-SYTVJDICSA-N
100,HMDB0013139,1-Hydroxypyrene,C16H10O,218.255,218.073164942,pyren-1-ol,1-hydroxypyrene,5315-79-7,OC1=C2C=CC3=CC=CC4=CC=C(C=C1)C2=C34,"InChI=1S/C16H10O/c17-14-9-7-12-5-4-10-2-1-3-11-6-8-13(14)16(12)15(10)11/h1-9,17H",BIJNHUAPTJVVNQ-UHFFFAOYSA-N
101,HMDB0013163,2-Hydroxyfluorene,C13H10O,182.2179,182.073164942,9H-fluoren-2-ol,2-hydroxyfluorene,2443-58-5,OC1=CC2=C(C=C1)C1=CC=CC=C1C2,"InChI=1S/C13H10O/c14-11-5-6-13-10(8-11)7-9-3-1-2-4-12(9)13/h1-6,8,14H,7H2",ZDOIAPGLORMKTR-UHFFFAOYSA-N
102,HMDB0013227,cis-5-Decenedioic acid,C10H16O4,200.2316,200.104859,(5Z)-dec-5-enedioic acid,(5Z)-dec-5-enedioic acid,Nah,OC(=O)CCC\C=C/CCCC(O)=O,"InChI=1S/C10H16O4/c11-9(12)7-5-3-1-2-4-6-8-10(13)14/h1-2H,3-8H2,(H,11,12)(H,13,14)/b2-1-",WAGQZQAZCIOEDU-UPHRSURJSA-N
103,HMDB0013247,Monobutylphthalate,C12H14O4,222.2372,222.089208936,2-(butoxycarbonyl)benzoic acid,monobutyl phthalate,131-70-4,CCCCOC(=O)C1=CC=CC=C1C(O)=O,"InChI=1S/C12H14O4/c1-2-3-8-16-12(15)10-7-5-4-6-9(10)11(13)14/h4-7H,2-3,8H2,1H3,(H,13,14)",YZBOVSFWWNVKRJ-UHFFFAOYSA-N
104,HMDB0013311,trans-2-Hexenedioic acid,C6H8O4,144.1253,144.042258744,(2E)-hex-2-enedioic acid,trans-β-hydromuconic acid,Nah,OC(=O)CC\C=C\C(O)=O,"InChI=1S/C6H8O4/c7-5(8)3-1-2-4-6(9)10/h1,3H,2,4H2,(H,7,8)(H,9,10)/b3-1+",HSBSUGYTMJWPAX-HNQUOIGGSA-N
105,HMDB0013312,trans-3-Octenedioic acid,C8H12O4,172.1785,172.073558872,(3E)-oct-3-enedioic acid,(3E)-oct-3-enedioic acid,Nah,OC(=O)CCC\C=C\CC(O)=O,"InChI=1S/C8H12O4/c9-7(10)5-3-1-2-4-6-8(11)12/h1,3H,2,4-6H2,(H,9,10)(H,11,12)/b3-1+",QWWZNXBOJLOHGI-HNQUOIGGSA-N
106,HMDB0013332,"3-Hydroxy-5,8-tetradecadienoylcarnitine",C21H37NO5,383.529,383.267173295,"(3R)-3-{[(3R,5Z,8Z)-3-hydroxytetradeca-5,8-dienoyl]oxy}-4-(trimethylazaniumyl)butanoate","(3R)-3-{[(3R,5Z,8Z)-3-hydroxytetradeca-5,8-dienoyl]oxy}-4-(trimethylammonio)butanoate",Nah,CCCCC\C=C/C\C=C/C[C@@H](O)CC(=O)O[C@H](CC([O-])=O)C[N+](C)(C)C,"InChI=1S/C21H37NO5/c1-5-6-7-8-9-10-11-12-13-14-18(23)15-21(26)27-19(16-20(24)25)17-22(2,3)4/h9-10,12-13,18-19,23H,5-8,11,14-17H2,1-4H3/b10-9-,13-12-/t18-,19-/m1/s1",LVNITLZCNUEXQK-QNCXCJACSA-N
107,HMDB0013593,"1,4-Dithiothreitol",C4H10O2S2,154.251,154.012220944,"(2R,3R)-1,4-disulfanylbutane-2,3-diol",L-dithiothreitol,Nah,O[C@@H](CS)[C@@H](O)CS,"InChI=1S/C4H10O2S2/c5-3(1-7)4(6)2-8/h3-8H,1-2H2/t3-,4-/m0/s1",VHJLVAABSRFDPM-IMJSIDKUSA-N
108,HMDB0013696,Urolithin B,C13H8O3,212.2008,212.047344122,3-hydroxy-6H-benzo[c]chromen-6-one,3-hydroxybenzo[c]chromen-6-one,1139-83-9,OC1=CC2=C(C=C1)C1=C(C=CC=C1)C(=O)O2,"InChI=1S/C13H8O3/c14-8-5-6-10-9-3-1-2-4-11(9)13(15)16-12(10)7-8/h1-7,14H",WXUQMTRHPNOXBV-UHFFFAOYSA-N
109,HMDB0013704,6-Methylnicotinamide,C8H10N2O,150.1778,150.079312952,2-ethylpyridine-3-carboxamide,2-ethylpyridine-3-carboxamide,6960-22-1,[H]N([H])C(=O)C1=C(N=C([H])C([H])=C1[H])C([H])([H])C([H])([H])[H],"InChI=1S/C8H10N2O/c1-2-7-6(8(9)11)4-3-5-10-7/h3-5H,2H2,1H3,(H2,9,11)",GOIWNSRZUNIIRY-UHFFFAOYSA-N
110,HMDB0013719,Rhenium,Re,186.207,186.955750787,rhenium,rhenium,7440-15-5,[Re],InChI=1S/Re,WUAPFZMCVAUBPE-UHFFFAOYSA-N
111,HMDB0013733,"1,2,4-Trimethylbenzene",C9H12,120.1916,120.093900384,"1,2,4-trimethylbenzene","1,2,4-trimethylbenzene",95-63-6,CC1=CC(C)=C(C)C=C1,"InChI=1S/C9H12/c1-7-4-5-8(2)9(3)6-7/h4-6H,1-3H3",GWHJZXXIDMPWGX-UHFFFAOYSA-N
112,HMDB0013742,2-Furanmethanol,C5H6O2,98.0999,98.036779436,(furan-2-yl)methanol,furfuryl alcohol,98-00-0,OCC1=CC=CO1,"InChI=1S/C5H6O2/c6-4-5-2-1-3-7-5/h1-3,6H,4H2",XPFVYQJUAUNWIW-UHFFFAOYSA-N
113,HMDB0013744,2-Methoxy-4-vinylphenol,C9H10O2,150.1745,150.068079564,4-ethenyl-2-methoxyphenol,2-methoxy-4-vinyl-phenol,7786-61-0,COC1=CC(C=C)=CC=C1O,"InChI=1S/C9H10O2/c1-3-7-4-5-8(10)9(6-7)11-2/h3-6,10H,1H2,2H3",YOMSJEATGXXYPX-UHFFFAOYSA-N
114,HMDB0013751,2-Hydroxypyridine,C5H5NO,95.0993,95.037113787,pyridin-2-ol,2-pyridone,142-08-5,OC1=CC=CC=N1,"InChI=1S/C5H5NO/c7-5-3-1-2-4-6-5/h1-4H,(H,6,7)",UBQKCCHYAOITMY-UHFFFAOYSA-N
115,HMDB0013804,beta-Damascenone,C13H18O,190.286,190.1357652,"(2E)-1-(2,6,6-trimethylcyclohexa-1,3-dien-1-yl)but-2-en-1-one",damascenone,23696-85-7,C\C=C\C(=O)C1=C(C)C=CCC1(C)C,"InChI=1S/C13H18O/c1-5-7-11(14)12-10(2)8-6-9-13(12,3)4/h5-8H,9H2,1-4H3/b7-5+",POIARNZEYGURDG-FNORWQNLSA-N
116,HMDB0013806,"1,3-Diisopropylbenzene",C12H18,162.2713,162.140850576,"1,3-bis(propan-2-yl)benzene","1,3-diisopropylbenzene",99-62-7,[H]C1=C([H])C(=C([H])C(=C1[H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H],"InChI=1S/C12H18/c1-9(2)11-6-5-7-12(8-11)10(3)4/h5-10H,1-4H3",UNEATYXSUBPPKP-UHFFFAOYSA-N
117,HMDB0013810,(E)-3-decen-1-ol,C10H20O,156.2652,156.151415262,dec-3-en-1-ol,dec-3-en-1-ol,10339-60-3,[H]OC([H])([H])C([H])([H])C([H])=C([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],"InChI=1S/C10H20O/c1-2-3-4-5-6-7-8-9-10-11/h7-8,11H,2-6,9-10H2,1H3",MTIJDFJGPCJFKE-UHFFFAOYSA-N
118,HMDB0013812,1-Nitrohexane,C6H14NO2,132.1809,132.102453697,hexyl(hydroxy)oxoazanium,hexyl(hydroxy)oxoazanium,646-14-0,CCCCCC[N+](O)=O,"InChI=1S/C6H14NO2/c1-2-3-4-5-6-7(8)9/h2-6H2,1H3,(H,8,9)/q+1",RPBWECFHDHMPJN-UHFFFAOYSA-N
119,HMDB0013815,"2,3-Dihydrobenzofuran",C8H8O,120.1485,120.057514878,"2,3-dihydro-1-benzofuran","2,3-dihydrobenzofuran",496-16-2,[H]C1=C([H])C([H])=C2C(OC([H])([H])C2([H])[H])=C1[H],"InChI=1S/C8H8O/c1-2-4-8-7(3-1)5-6-9-8/h1-4H,5-6H2",HBEDSQVIWPRPAY-UHFFFAOYSA-N
120,HMDB0013817,"2,6-Di-tert-butylbenzoquinone",C14H20O2,220.3074,220.146329884,"2,6-di-tert-butylcyclohexa-2,5-diene-1,4-dione","2,6-di-tert-butylcyclohexa-2,5-diene-1,4-dione",719-22-2,CC(C)(C)C1=CC(=O)C=C(C1=O)C(C)(C)C,"InChI=1S/C14H20O2/c1-13(2,3)10-7-9(15)8-11(12(10)16)14(4,5)6/h7-8H,1-6H3",RDQSIADLBQFVMY-UHFFFAOYSA-N
121,HMDB0013818,2-Ethyl-4-methyl-1-pentanol,C8H18O,130.2279,130.135765198,2-ethyl-4-methylpentan-1-ol,ethylisopentylcarbinol,106-67-2,[H]OC([H])([H])C([H])(C([H])([H])C([H])([H])[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H],"InChI=1S/C8H18O/c1-4-8(6-9)5-7(2)3/h7-9H,4-6H2,1-3H3",QCHSJPKDWOFACC-UHFFFAOYSA-N
122,HMDB0013820,2-Methyl-2-phenyl-undecane,C14H22,190.3245,190.172150704,"(2,4,4-trimethylpentan-2-yl)benzene","(2,4,4-trimethylpentan-2-yl)benzene",27854-40-6,[H]C1=C([H])C([H])=C(C([H])=C1[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],"InChI=1S/C14H22/c1-13(2,3)11-14(4,5)12-9-7-6-8-10-12/h6-10H,11H2,1-5H3",CQMDBLRKZWOZIW-UHFFFAOYSA-N
123,HMDB0013821,2-Methyl-4-heptanone,C8H16O,128.215,128.120115135,2-methylheptan-4-one,"4-heptanone, 2-methyl-",626-33-5,CCCC(=O)CC(C)C,"InChI=1S/C8H16O/c1-4-5-8(9)6-7(2)3/h7H,4-6H2,1-3H3",AKRJXOYALOGLHQ-UHFFFAOYSA-N
124,HMDB0013835,Diisobutyl phthalate,C16H22O4,278.3435,278.151809192,"1,2-bis(2-methylpropyl) benzene-1,2-dicarboxylate",diisobutyl phthalate,84-69-5,CC(C)COC(=O)C1=CC=CC=C1C(=O)OCC(C)C,"InChI=1S/C16H22O4/c1-11(2)9-19-15(17)13-7-5-6-8-14(13)16(18)20-10-12(3)4/h5-8,11-12H,9-10H2,1-4H3",MGWAVDBGNNKXQV-UHFFFAOYSA-N
125,HMDB0029165,"1,3-Diacetylpropane",C7H12O2,128.169,128.083729628,"heptane-2,6-dione","heptane-2,6-dione",Nah,CC(=O)CCCC(C)=O,"InChI=1S/C7H12O2/c1-6(8)4-3-5-7(2)9/h3-5H2,1-2H3",VAIFYHGFLAPCON-UHFFFAOYSA-N
126,HMDB0029176,3'-O-Methyl-(-)-epicatechin-5-O-sulphate,C16H16O7S,352.36,352.061674029,"3,7-dihydroxy-2-(4-hydroxy-3-methoxyphenyl)-3,4-dihydro-2H-1-benzopyran-5-sulfinic acid","3,7-dihydroxy-2-(4-hydroxy-3-methoxyphenyl)-3,4-dihydro-2H-1-benzopyran-5-sulfinic acid",Nah,COC1=C(O)C=CC(=C1)C1OC2=C(CC1O)C(=CC(O)=C2)S(O)=O,"InChI=1S/C16H16O7S/c1-22-14-4-8(2-3-11(14)18)16-12(19)7-10-13(23-16)5-9(17)6-15(10)24(20)21/h2-6,12,16-19H,7H2,1H3,(H,20,21)",OMVRUQZBAZIVBR-UHFFFAOYSA-N
127,HMDB0029177,3'-O-Methyl-(-)-epicatechin-7-O-sulphate,C16H16O8S,368.36,368.056588649,"[3,5-dihydroxy-2-(4-hydroxy-3-methoxyphenyl)-3,4-dihydro-2H-1-benzopyran-7-yl]oxidanesulfinic acid","[3,5-dihydroxy-2-(4-hydroxy-3-methoxyphenyl)-3,4-dihydro-2H-1-benzopyran-7-yl]oxidanesulfinic acid",Nah,COC1=CC(=CC=C1O)C1OC2=C(CC1O)C(O)=CC(OS(O)=O)=C2,"InChI=1S/C16H16O8S/c1-22-15-4-8(2-3-11(15)17)16-13(19)7-10-12(18)5-9(24-25(20)21)6-14(10)23-16/h2-6,13,16-19H,7H2,1H3,(H,20,21)",HWSSTYCNIRKMBH-UHFFFAOYSA-N
128,HMDB0029179,4'-O-methyl-(-)-epicatechin,C16H16O6,304.2946,304.094688244,"(2R,3R)-2-(3-hydroxy-4-methoxyphenyl)-3,4-dihydro-2H-1-benzopyran-3,5,7-triol","(2R,3R)-2-(3-hydroxy-4-methoxyphenyl)-3,4-dihydro-2H-1-benzopyran-3,5,7-triol",Nah,COC1=CC=C(C=C1O)[C@H]1OC2=C(C[C@H]1O)C(O)=CC(O)=C2,"InChI=1S/C16H16O6/c1-21-14-3-2-8(4-12(14)19)16-13(20)7-10-11(18)5-9(17)6-15(10)22-16/h2-6,13,16-20H,7H2,1H3/t13-,16-/m1/s1",ZHDMPVIDHWJGTN-CZUORRHYSA-N
129,HMDB0029182,4'-O-Methyl-(-)-epicatechin-5-O-sulphate,C16H16O7S,352.36,352.061674029,"3,7-dihydroxy-2-(3-hydroxy-4-methoxyphenyl)-3,4-dihydro-2H-1-benzopyran-5-sulfinic acid","3,7-dihydroxy-2-(3-hydroxy-4-methoxyphenyl)-3,4-dihydro-2H-1-benzopyran-5-sulfinic acid",Nah,COC1=CC=C(C=C1O)C1OC2=C(CC1O)C(=CC(O)=C2)S(O)=O,"InChI=1S/C16H16O7S/c1-22-13-3-2-8(4-11(13)18)16-12(19)7-10-14(23-16)5-9(17)6-15(10)24(20)21/h2-6,12,16-19H,7H2,1H3,(H,20,21)",HRNHDBYAOGNRGL-UHFFFAOYSA-N
130,HMDB0029184,4'-O-Methyl-(-)-epicatechin-7-O-sulphate,C16H16O7S,352.36,352.061674029,"3,5-dihydroxy-2-(3-hydroxy-4-methoxyphenyl)-3,4-dihydro-2H-1-benzopyran-7-sulfinic acid","3,5-dihydroxy-2-(3-hydroxy-4-methoxyphenyl)-3,4-dihydro-2H-1-benzopyran-7-sulfinic acid",Nah,COC1=C(O)C=C(C=C1)C1OC2=CC(=CC(O)=C2CC1O)S(O)=O,"InChI=1S/C16H16O7S/c1-22-14-3-2-8(4-12(14)18)16-13(19)7-10-11(17)5-9(24(20)21)6-15(10)23-16/h2-6,13,16-19H,7H2,1H3,(H,20,21)",JENKBLJXTTYNTJ-UHFFFAOYSA-N
131,HMDB0029191,"5'-(3',4'-Dihydroxyphenyl)-gamma-valerolactone sulfate",C11H12O7S,288.274,288.030373428,{2-hydroxy-5-[(5-oxooxolan-2-yl)methyl]phenyl}oxidanesulfonic acid,{2-hydroxy-5-[(5-oxooxolan-2-yl)methyl]phenyl}oxidanesulfonic acid,Nah,OC1=CC=C(CC2CCC(=O)O2)C=C1OS(O)(=O)=O,"InChI=1S/C11H12O7S/c12-9-3-1-7(5-8-2-4-11(13)17-8)6-10(9)18-19(14,15)16/h1,3,6,8,12H,2,4-5H2,(H,14,15,16)",YAXFVDUJDAQPTJ-UHFFFAOYSA-N
132,HMDB0029200,Ferulic acid 4-O-sulfate,C10H10O7S,274.247,274.014723364,(2E)-3-[3-methoxy-4-(sulfooxy)phenyl]prop-2-enoic acid,(2E)-3-[3-methoxy-4-(sulfooxy)phenyl]prop-2-enoic acid,151481-53-7,COC1=C(OS(O)(=O)=O)C=CC(\C=C\C(O)=O)=C1,"InChI=1S/C10H10O7S/c1-16-9-6-7(3-5-10(11)12)2-4-8(9)17-18(13,14)15/h2-6H,1H3,(H,11,12)(H,13,14,15)/b5-3+",PZPATWACAAOHTJ-HWKANZROSA-N
133,HMDB0029202,hesperetin 3'-O-sulfate,C16H14O9S,382.342,382.035852736,"[5-(5,7-dihydroxy-4-oxo-3,4-dihydro-2H-1-benzopyran-2-yl)-2-methoxyphenyl]oxidanesulfonic acid","[5-(5,7-dihydroxy-4-oxo-2,3-dihydro-1-benzopyran-2-yl)-2-methoxyphenyl]oxidanesulfonic acid",Nah,COC1=CC=C(C=C1OS(O)(=O)=O)C1CC(=O)C2=C(O1)C=C(O)C=C2O,"InChI=1S/C16H14O9S/c1-23-12-3-2-8(4-14(12)25-26(20,21)22)13-7-11(19)16-10(18)5-9(17)6-15(16)24-13/h2-6,13,17-18H,7H2,1H3,(H,20,21,22)",AXWNOFHBYPBYNO-UHFFFAOYSA-N
134,HMDB0029207,LysoPC(6:0/0:0),C14H30NO7P,355.3643,355.175988831,(2-{[(2R)-3-(hexanoyloxy)-2-hydroxypropyl phosphono]oxy}ethyl)trimethylazanium,(2-{[(2R)-3-(hexanoyloxy)-2-hydroxypropyl phosphono]oxy}ethyl)trimethylazanium,Nah,[H][C@@](O)(COC(=O)CCCCC)COP([O-])(=O)OCC[N+](C)(C)C,"InChI=1S/C14H30NO7P/c1-5-6-7-8-14(17)20-11-13(16)12-22-23(18,19)21-10-9-15(2,3)4/h13,16H,5-12H2,1-4H3/t13-/m1/s1",WDNDPXJAUNUOFK-CYBMUJFWSA-N
135,HMDB0029215,Thorium,Th,232.0381,232.03805036,thorium,thorium,Nah,[Th],InChI=1S/Th,ZSLUVFAKFWKJRC-UHFFFAOYSA-N
136,HMDB0029226,5'-(3'-Methoxy-4'-hydroxyphenyl)-gamma-valerolactone,C12H14O4,222.2372,222.089208936,5-[(4-hydroxy-3-methoxyphenyl)methyl]oxolan-2-one,5-[(4-hydroxy-3-methoxyphenyl)methyl]oxolan-2-one,Nah,COC1=C(O)C=CC(CC2CCC(=O)O2)=C1,"InChI=1S/C12H14O4/c1-15-11-7-8(2-4-10(11)13)6-9-3-5-12(14)16-9/h2,4,7,9,13H,3,5-6H2,1H3",GCIFEQYZDROELP-UHFFFAOYSA-N
137,HMDB0029228,4-Methyl-epicatechin,C16H16O6,304.2946,304.094688244,"(2R,3R)-2-(3,4-dihydroxyphenyl)-4-methyl-3,4-dihydro-2H-1-benzopyran-3,5,7-triol","(2R,3R)-2-(3,4-dihydroxyphenyl)-4-methyl-3,4-dihydro-2H-1-benzopyran-3,5,7-triol",Nah,CC1[C@@H](O)[C@H](OC2=CC(O)=CC(O)=C12)C1=CC=C(O)C(O)=C1,"InChI=1S/C16H16O6/c1-7-14-12(20)5-9(17)6-13(14)22-16(15(7)21)8-2-3-10(18)11(19)4-8/h2-7,15-21H,1H3/t7?,15-,16-/m1/s1",NLCHNUHNZBPKDF-WLZLGPGOSA-N
138,HMDB0029231,3-Methyl-epicatechin,C16H16O6,304.2946,304.094688244,"(2R,3R)-2-(3,4-dihydroxyphenyl)-3-methyl-3,4-dihydro-2H-1-benzopyran-3,5,7-triol","(2R,3R)-2-(3,4-dihydroxyphenyl)-3-methyl-2,4-dihydro-1-benzopyran-3,5,7-triol",Nah,C[C@@]1(O)CC2=C(O)C=C(O)C=C2O[C@@H]1C1=CC=C(O)C(O)=C1,"InChI=1S/C16H16O6/c1-16(21)7-10-12(19)5-9(17)6-14(10)22-15(16)8-2-3-11(18)13(20)4-8/h2-6,15,17-21H,7H2,1H3/t15-,16-/m1/s1",BBDWMQGDVLQOSW-HZPDHXFCSA-N
139,HMDB0029234,N-[4'-hydroxy-(E)-cinnamoyl]-L-aspartic acid,C13H13NO6,279.2454,279.074287153,2-[(2E)-3-(4-hydroxyphenyl)prop-2-enamido]butanedioic acid,2-[(2E)-3-(4-hydroxyphenyl)prop-2-enamido]butanedioic acid,Nah,OC(=O)CC(NC(=O)\C=C\C1=CC=C(O)C=C1)C(O)=O,"InChI=1S/C13H13NO6/c15-9-4-1-8(2-5-9)3-6-11(16)14-10(13(19)20)7-12(17)18/h1-6,10,15H,7H2,(H,14,16)(H,17,18)(H,19,20)/b6-3+",FKBRNPNAUOXZMQ-ZZXKWVIFSA-N
