Unknown,uInChIKey,Rank,Library,Id,Mass,Lib MW,Score,Dot Product,Prob(%),Peptide,Charge,Formula,Prec.Type,FlankRes,Mods,Pep,CAS,NIST r.n.,InChIKey,Nreps,Tfratio,Protein
#23757 499.2051@30.122 MS1+ [Scan #3732 @30.1187 MS2 +],,1,hr_msms_nist,718145,476.206,476,662,662,56.1,"Methyl 3-[4-hydroxy-2-(2-methylpropyl)-1-oxo-3,3a-dihydro-2H-imidazo[1,2-a]indol-4-yl]-2-(4-oxoquinazolin-3-yl)propanoate",1,C26H28N4O5,[M+Na]+,,,,1793896395,3094986,XSMFFOWECZCAFL-UHFFFAOYSA-N,,,
#23766 499.2048@30.197 MS1+ [Scan #3732 @30.1187 MS2 +],,1,hr_msms_nist,718145,476.206,476,662,662,56.1,"Methyl 3-[4-hydroxy-2-(2-methylpropyl)-1-oxo-3,3a-dihydro-2H-imidazo[1,2-a]indol-4-yl]-2-(4-oxoquinazolin-3-yl)propanoate",1,C26H28N4O5,[M+Na]+,,,,1793896395,3094986,XSMFFOWECZCAFL-UHFFFAOYSA-N,,,
#23935 373.1179@31.902 MS1+ [Scan #3964 @31.8533 MS2 +],,1,hr_msms_nist,294563,372.114,372,819,819,98.4,"2,4-Thiazolidinedione, 5-[[4-[2-(5-ethyl-2-pyridinyl)-2-hydroxyethoxy]phenyl]methyl]-",1,C19H20N2O4S,[M+H]+,,,,101931004,1505027,RMTFRGFLVHAYCI-UHFFFAOYSA-N,,,
#23941 557.2468@31.920 MS1+ [Scan #3866 @32.0505 MS2 +],,1,hr_msms_nist,292972,556.237,556,660,660,79.6,4-Hydroxyatorvastatin lactone,1,C33H33FN2O5,[M+H]+,,,,163217707,1502676,KDJMDZSAAFACAM-KAYWLYCHSA-N,,,
#23941 557.2468@31.920 MS1+ [Scan #3781 @31.8890 MS2 +],,1,hr_msms_nist,625265,574.241,574,532,532,84.7,"(4R,4aR,7S,8S,10S,11S,11aR,12aS)-4-(Furan-3-yl)-11-hydroxy-8-((1R)-1-hydroxy-2-methoxy-2-oxoethyl)-4a,7,9,9-tetramethyl-2,13-dioxododecahydro-2H,4H-7,11-methanooxireno[1,8]cycloocta[1,2-f]isochromen-10-yl propanoate",1,C30H38O11,[M+H-H2O]+,,,,1212431054,1971625,FZBGZDZLYSLJFE-MVAMGWTESA-N,,,
#24074 451.1726@33.090 MS1+ [Scan #3984 @33.0838 MS2 +],,1,lr_msms_nist,56865,428.184,428,456,456,98.8,Garcinone D,1,C24H28O7,[M+Na]+,,,,107390089,1311921,TYALNCRUIKOKGP-UHFFFAOYSA-N,,,
#24135 435.2353@33.807 MS1+ [Scan #3969 @33.8192 MS2 +],,1,hr_msms_nist,661079,412.246,412,406,406,73.7,Andromedotoxin,1,C22H36O7,[M+Na]+,,,,4720096,3019219,NXCYBYJXCJWMRY-VGBBEZPXSA-N,,,
#24158 376.2593@34.059 MS1+ [Scan #4032 @33.9143 MS2 +],,1,hr_msms_nist,28921,375.248,375,392,392,87.1,Thr-Lys-Lys,1,C16H33N5O5,[M+H]+,,,,0,1096219,MGJLBZFUXUGMML-UHFFFAOYSA-N,,,
#24182 412.2846@34.281 MS1+ [Scan #4287 @34.3305 MS2 +],,1,lr_msms_nist,66460,465.309,465,322,322,100,Glycocholic acid,1,C26H43NO6,[M+H-3H2O]+,,,,475310,1359147,RFDAIACWWDREDC-FRVQLJSFSA-N,,,
#24342 357.1471@35.646 MS1+ [Scan #4307 @35.4938 MS2 +],,1,hr_msms_nist,231890,356.148,356,640,640,94.3,"Benzeneacetamide, N-(4-amino-5-cyano-6-ethoxy-2-pyridinyl)-2,5-dimethoxy-",1,C18H20N4O4,[M+H]+,,,,894804070,1414582,KQMPRSZTUSSXND-UHFFFAOYSA-N,,,
#25598 350.1525@7.698 MS1+ [Scan #934 @7.6594 MS2 +],,1,lr_msms_nist,203697,349.146,349,488,488,99,"N-[2-(4-Morpholinyl)propyl]-4-oxo-2,3,4,5-tetrahydro-1,5-benzothiazepine-7-carboxamide",1,C17H23N3O3S,[M+H]+,,,,1197887685,3261120,MNYMDWGPOVDYSU-UHFFFAOYSA-N,,,
#26011 367.1264@12.171 MS1+ [Scan #1469 @12.2394 MS2 +],,1,hr_msms_nist,707949,422.173,422,391,391,55.3,8-Prenylluteone,1,C25H26O6,[M+H-C4H8]+,,,,125002917,3081039,VYELCIXMHUBNAL-UHFFFAOYSA-N,,,
#26011 367.1264@12.171 MS1+ [Scan #1479 @12.1609 MS2 +],,1,hr_msms_nist,604554,422.173,422,307,307,95.9,"6,8-Diprenylorobol",1,C25H26O6,[M+H-C4H8]+,,,,66777706,1944130,OAUIRSVJXOFAOO-UHFFFAOYSA-N,,,
#26193 439.2439@13.998 MS1+ [Scan #1727 @13.9881 MS2 +],,1,biopep_msms_nist,12870,876.475,876,980,980,97.2,"Spinorphin, bovine",2,C45H64N8O10,[M+2H]2+,,,,0,0,,,,
#26309 383.0470@15.088 MS1+ [Scan #1815 @15.0958 MS2 +],,1,hr_msms_nist,405717,382.033,382,403,403,100,"Ethyl 7-chloro-1-(2,4-difluorophenyl)-6-fluoro-4-oxo-1,4-dihydro[1,8]naphthyridine-3-carboxylate",1,C17H10ClF3N2O3,[M+H]+,,,,100491290,1659845,JLSXYCZRMYCIMY-UHFFFAOYSA-N,,,
#26319 361.0652@15.045 MS1+ [Scan #1863 @15.0642 MS2 +],,1,hr_msms_nist,264069,338.079,338,357,357,98.7,O-Methylsterigmatocystin,1,C19H14O6,[M+Na]+,,,,17878692,1461754,JKUJKKGMOZDDJV-ZRNGKTOUSA-N,,,
#26504 365.1571@17.061 MS1+ [Scan #2114 @17.0677 MS2 +],,1,hr_msms_nist,24575,364.153,364,358,358,50.5,Cys-Ser-Arg,1,C12H24N6O5S,[M+H]+,,,,0,1091864,BCFXQBXXDSEHRS-UHFFFAOYSA-N,,,
#27423 629.3145@23.005 MS1+ [Scan #2894 @23.0117 MS2 +],,1,hr_msms_nist,222458,628.304,628,433,433,82.7,Gambogic acid,1,C38H44O8,[M+H]+,,,,2752650,1401192,GEZHEQNLKAOMCA-RRZNCOCZSA-N,,,
#27630 359.1070@25.092 MS1+ [Scan #3167 @24.9848 MS2 +],,1,lr_msms_nist,84426,426.065,426,797,797,99,"Pyrido[2,3-d]pyrimidin-7(8H)-one, 6-(2,6-dichlorophenyl)-2-[[3-(hydroxymethyl)phenyl]amino]-8-methyl-",1,C21H16Cl2N4O2,[M+H]+=>374.1=>359.1,,,,185039912,1441358,ZIQFYVPVJZEOFS-UHFFFAOYSA-N,,,
#27738 389.1141@26.239 MS1+ [Scan #3058 @26.2023 MS2 +],,1,hr_msms_nist,759174,388.116,388,804,804,99,5-O-Demethylnobiletin,1,C20H20O8,[M+H]+,,,,2174596,3156631,DOFJNFPSMUCECH-UHFFFAOYSA-N,,,
#27836 457.1582@27.101 MS1+ [Scan #3143 @27.0233 MS2 +],,1,hr_msms_nist,737135,456.142,456,523,523,98.8,Steganacin,1,C24H24O9,[M+H]+,,,,41451687,3134576,XJTXBUKLGQCZHC-XFQAVAEZSA-N,,,
#28305 557.2468@31.622 MS1+ [Scan #3652 @31.4713 MS2 +],,1,hr_msms_nist,625265,574.241,574,557,557,83.3,"(4R,4aR,7S,8S,10S,11S,11aR,12aS)-4-(Furan-3-yl)-11-hydroxy-8-((1R)-1-hydroxy-2-methoxy-2-oxoethyl)-4a,7,9,9-tetramethyl-2,13-dioxododecahydro-2H,4H-7,11-methanooxireno[1,8]cycloocta[1,2-f]isochromen-10-yl propanoate",1,C30H38O11,[M+H-H2O]+,,,,1212431054,1971625,FZBGZDZLYSLJFE-MVAMGWTESA-N,,,
#28399 451.1725@32.750 MS1+ [Scan #4236 @32.7128 MS2 +],,1,hr_msms_nist,160902,428.184,428,497,497,73.2,Garcinone D,1,C24H28O7,[M+Na]+,,,,107390089,1311914,TYALNCRUIKOKGP-UHFFFAOYSA-N,,,
#28414 451.1727@32.879 MS1+ [Scan #4236 @32.7128 MS2 +],,1,hr_msms_nist,160902,428.184,428,497,497,73.2,Garcinone D,1,C24H28O7,[M+Na]+,,,,107390089,1311914,TYALNCRUIKOKGP-UHFFFAOYSA-N,,,
#28427 398.2412@33.050 MS1+ [Scan #4265 @32.9335 MS2 +],,1,hr_msms_nist,49604,397.229,397,927,927,23.2,"N-(Methylsulfonyl)-13-(3-pentyloxiranyl)-5Z,8Z,11Z-tridecatrienamide",1,C21H35NO4S,[M+H]+,,,,218461973,1139452,UPGGGACSUDOHOT-AWVFLLPBSA-N,,,
#28435 414.2152@33.064 MS1+ [Scan #4269 @32.9585 MS2 +],,1,hr_msms_nist,28135,413.202,413,799,799,99,PyroGlu-Gln-Arg,1,C16H27N7O6,[M+H]+,,,,0,1095433,YREWIBVCENPXOR-UHFFFAOYSA-N,,,
#28509 350.9871@33.599 MS1+ [Scan #4344 @33.4803 MS2 +],,1,lr_msms_nist,117698,326.001,326,372,372,43.4,Tris(1-chloro-2-propyl) phosphate,1,C9H18Cl3O4P,[M+Na+2i]+,,,,13674845,1585044,KVMPUXDNESXNOH-UHFFFAOYSA-N,,,
#28543 350.9871@33.735 MS1+ [Scan #4059 @33.6510 MS2 +],,1,lr_msms_nist,117698,326.001,326,615,615,68.5,Tris(1-chloro-2-propyl) phosphate,1,C9H18Cl3O4P,[M+Na+2i]+,,,,13674845,1585044,KVMPUXDNESXNOH-UHFFFAOYSA-N,,,
#28603 478.2735@34.365 MS1+ [Scan #4147 @34.3430 MS2 +],,1,hr_msms_nist,724082,477.263,477,830,830,98.3,"(8R,9a'S,10a'S)-1',1',4,4,12'-Pentamethyl-6',7',8',9',10',10a'-hexahydro-1'H,4H,11'H-spiro[1,4-dioxepino[2,3-g]indole-8,2'-[3a,9a](epiminomethano)cyclopenta[b]quinolizine]-9,11'(10H)-dione",1,C28H35N3O4,[M+H]+,,,,0,3103098,KYKUTNUWXQVSSU-DDOVHJNQSA-N,,,
#28708 437.1934@35.208 MS1+ [Scan #4582 @35.1322 MS2 +],,1,hr_msms_nist,27155,436.193,436,787,787,82.8,Met-Met-Arg,1,C16H32N6O4S2,[M+H]+,,,,0,1094449,OXIWIYOJVNOKOV-UHFFFAOYSA-N,,,
#29183 483.9918@3.035 MS1+ [Scan #333 @3.1319 MS2 +],,1,lr_msms_nist,40437,482.985,483,362,362,100,Cytidine 5'-triphosphate,1,C9H16N3O14P3,[M+H]+,,,,65474,1161216,PCDQPRRSZKQHHS-XVFCMESISA-N,,,
#29183 483.9918@3.035 MS1+ [Scan #321 @3.0371 MS2 +],,1,lr_msms_nist,40437,482.985,483,335,335,100,Cytidine 5'-triphosphate,1,C9H16N3O14P3,[M+H]+,,,,65474,1161216,PCDQPRRSZKQHHS-XVFCMESISA-N,,,
#30158 635.1415@3.643 MS1+ [Scan #451 @3.8194 MS2 +],,1,lr_msms_nist,13817,612.152,612,570,570,100,"Glutathione, oxidized",1,C20H32N6O12S2,[M+Na]+,,,,27025418,1053878,YPZRWBKMTBYPTK-BJDJZHNGSA-N,,,
#30350 484.2768@4.110 MS1+ [Scan #498 @4.0697 MS2 +],,1,hr_msms_nist,718744,501.273,501,770,770,99,"(2S)-2-[(2R,3S,7R,8R,8aS)-2,3,4'-Trihydroxy-4,4,7,8a-tetramethyl-6'-oxospiro[2,3,4a,5,6,7-hexahydro-1H-naphthalene-8,2'-3,8-dihydrofuro[2,3-e]isoindole]-7'-yl]-3-methylbutanoic acid",1,C28H39NO7,[M+H-H2O]+,,,,685141564,3095818,JJWKFIISZGZPHY-PTNCSMPOSA-N,,,
#30666 560.0792@6.156 MS1+ [Scan #718 @5.9612 MS2 +],,1,lr_msms_nist,40469,559.072,559,789,789,100,Adenosine 5'-diphosphoribose,1,C15H23N5O14P2,[M+H]+,,,,20762305,1161406,SRNWOUGRCWSEMX-TYASJMOZSA-N,,,
#30699 380.1121@6.665 MS1+ [Scan #784 @6.5202 MS2 +],,1,lr_msms_nist,139894,379.105,379,566,566,100,S-Lactoylglutathione,1,C13H21N3O8S,[M+H]+,,,,25138663,1704402,VDYDCVUWILIYQF-ALKRTJFJSA-N,,,
#30767 771.2637@7.502 MS1+ [Scan #893 @7.5582 MS2 +],,1,hr_msms_nist,353439,748.275,748,876,876,98.9,Lec,1,C28H48N2O21,[M+Na]+,,,,0,1590877,,,,
#31562 384.5649@10.395 MS1+ [Scan #1237 @10.3329 MS2 +],,1,lr_msms_nist,40560,767.115,767,409,409,100,Coenzyme A,2,C21H36N7O16P3S,[M+2H]2+,,,,85610,1162149,RGJOEKWQDUBAIZ-DRCCLKDXSA-N,,,
#31567 428.0367@10.395 MS1+ [Scan #1240 @10.3510 MS2 +],,1,lr_msms_nist,13809,427.029,427,409,409,99,Adenosine 5'-diphosphate,1,C10H15N5O10P2,[M+H]+,,,,58640,1053868,XTWYTFMLZFPYCI-KQYNXXCUSA-N,,,
#31661 442.1474@10.856 MS1+ [Scan #1297 @10.8284 MS2 +],,1,lr_msms_nist,47058,441.14,441,804,804,100,Folic acid,1,C19H19N7O6,[M+H]+,,,,59303,1237300,OVBPIULPVIDEAO-LBPRGKRZSA-N,,,
#31832 362.0861@11.602 MS1+ [Scan #1380 @11.5597 MS2 +],,1,hr_msms_nist,162320,404.09,404,495,495,98.8,"3-Pyridinecarboxamide, 6-[(aminocarbonyl)(2,6-difluorophenyl)amino]-2-(2,4-difluorophenyl)-",1,C19H12F4N4O2,[M+H-CHNO]+,,,,745833232,1314147,FYSRKRZDBHOFAY-UHFFFAOYSA-N,,,
#31912 405.5702@12.395 MS1+ [Scan #1457 @12.2997 MS2 +],,1,lr_msms_nist,49993,809.126,809,378,378,100,Acetyl coenzyme A,2,C23H38N7O17P3S,[M+2H]2+,,,,72899,1280846,ZSLZBFCDCINBPY-UYOZEJPBSA-N,,,
#32165 371.1012@14.255 MS1+ [Scan #1726 @14.3367 MS2 +],,1,lr_msms_nist,27221,370.094,370,304,304,100,Decamethylcyclopentasiloxane,1,C10H30O5Si5,[M+H]+,,,,541026,1101002,XMSXQFUHVRWGNA-UHFFFAOYSA-N,,,
#32207 404.1929@14.611 MS1+ [Scan #1713 @14.6726 MS2 +],,1,hr_msms_nist,49754,421.192,421,638,638,98.3,Latrunculin A,1,C22H31NO5S,[M+H-H2O]+,,,,76343936,1139730,DDVBPZROPPMBLW-BFBNQHQWSA-N,,,
#32320 599.2803@15.501 MS1+ [Scan #1795 @15.4425 MS2 +],,1,biopep_msms_nist,11589,1196.559,1196,939,939,99,GSK-3.beta. Peptide Inhibitor,2,C50H81N14O18P,[M+2H]2+,,"2/9,S,Phospho/10,P,Amide",,0,0,,,,
#32985 367.1054@19.519 MS1+ [Scan #2231 @19.6002 MS2 +],,1,lr_msms_nist,111416,384.115,384,337,337,98.8,Bianthrone,1,C28H16O2,[M+H]+=>367.1,,,,434855,1565706,MGRRGKWPEVFJSH-UHFFFAOYSA-N,,,
#33084 351.1316@20.486 MS1+ [Scan #2349 @20.4935 MS2 +],,1,hr_msms_nist,862838,406.178,406,319,319,94.6,Isolupalbigenin,1,C25H26O5,[M+H-C4H8]+,,,,162616708,3275965,FXJPTJQFJYNFKC-UHFFFAOYSA-N,,,
#33091 367.1054@20.541 MS1+ [Scan #2356 @20.5535 MS2 +],,1,hr_msms_nist,545478,344.126,344,700,700,85,Elmycin A,1,C19H20O6,[M+Na]+,,,,128061132,1871988,PKPHZFVECLENRP-QDWLCUAPSA-N,,,
#34185 457.1582@27.060 MS1+ [Scan #3143 @27.0233 MS2 +],,1,hr_msms_nist,737135,456.142,456,523,523,98.8,Steganacin,1,C24H24O9,[M+H]+,,,,41451687,3134576,XJTXBUKLGQCZHC-XFQAVAEZSA-N,,,
#34304 457.1582@28.158 MS1+ [Scan #3301 @28.2282 MS2 +],,1,hr_msms_nist,597074,434.179,434,630,630,43.6,"Methyl 3-ethoxy-8-(.beta.-D-glucopyranosyloxy)-1-methyl-4,4a,8,8a-tetrahydro-1H,3H-pyrano[3,4-c]pyran-5-carboxylate",1,C19H30O11,[M+Na]+,,,,0,1933938,IRKFOLIBBQDADK-WGXNBXMKSA-N,,,
#34314 457.1583@28.308 MS1+ [Scan #3301 @28.2282 MS2 +],,1,hr_msms_nist,597074,434.179,434,630,630,43.6,"Methyl 3-ethoxy-8-(.beta.-D-glucopyranosyloxy)-1-methyl-4,4a,8,8a-tetrahydro-1H,3H-pyrano[3,4-c]pyran-5-carboxylate",1,C19H30O11,[M+Na]+,,,,0,1933938,IRKFOLIBBQDADK-WGXNBXMKSA-N,,,
#34559 499.2053@30.940 MS1+ [Scan #3636 @30.9472 MS2 +],,1,hr_msms_nist,397711,498.2,498,669,669,77.2,Vincosamide,1,C26H30N2O8,[M+H]+,,,,23141277,1649490,LBRPLJCNRZUXLS-YTMAOMSOSA-N,,,
#34559 499.2053@30.940 MS1+ [Scan #3637 @30.8443 MS2 +],,1,lr_msms_nist,99534,540.157,540,456,456,88.4,"7-Benzyloxy-2-(2,2-diphenyl-1,3-benzodioxol-5-yl)-5-hydroxy-H-1-benzopyran-4-one",1,C35H24O6,[M+H]+=>499.2,,,,1391054526,1509984,KVJGSZHIKBPNQM-UHFFFAOYSA-N,,,
#34688 369.1607@32.344 MS1+ [Scan #3820 @32.3142 MS2 +],,1,hr_msms_nist,597299,346.178,346,590,590,99,"9,11,18-Trihydroxy-6,18-epoxypimara-5,8(14),15-trien-7-one",1,C20H26O5,[M+Na]+,,,,0,1934267,DVIBNAPGGXYIPD-UHFFFAOYSA-N,,,
#34695 369.1608@32.456 MS1+ [Scan #3817 @32.4307 MS2 +],,1,hr_msms_nist,763674,368.162,368,340,340,57.6,Quercetol C,1,C22H24O5,[M+H]+,,,,119061084,3161157,DKYFESWWIPJYTA-DVQDXYAYSA-N,,,
#34698 375.1687@32.480 MS1+ [Scan #3823 @32.4838 MS2 +],,1,hr_msms_nist,847946,352.175,352,480,480,99,Ethyl 2-(4-(t-BOC)piperazin-1-yl)-4-hydroxypyrimidine-5-carboxylate,1,C16H24N4O5,[M+Na]+,,,,1065074318,3257440,QKKFACJXVJWDAL-UHFFFAOYSA-N,,,
#34808 490.2581@33.253 MS1+ [Scan #3925 @33.1700 MS2 +],,1,hr_msms_nist,155421,507.262,507,330,330,47.1,Cytochalasin D,1,C30H37NO6,[M+H-H2O]+,,,,22144770,1303906,SDZRWUKZFQQKKV-JHADDHBZSA-N,,,
#34913 414.2151@34.294 MS1+ [Scan #4045 @34.2390 MS2 +],,1,hr_msms_nist,28135,413.202,413,774,774,98.9,PyroGlu-Gln-Arg,1,C16H27N7O6,[M+H]+,,,,0,1095433,YREWIBVCENPXOR-UHFFFAOYSA-N,,,
#34913 414.2151@34.294 MS1+ [Scan #4055 @34.1703 MS2 +],,1,hr_msms_nist,710796,431.21,431,851,851,100,"3-((4,7-Dimethyl-1-((1E)-prop-1-en-1-yl)-1,5,6,7,8,8a-hexahydronaphthalen-2-yl)carbonyl)-4-hydroxy-5-(4-hydroxyphenyl)pyridin-2(1H)-one",1,C27H29NO4,[M+H-H2O]+,,,,2111899126,3085040,FCQPLAILVSLWDT-SNAWJCMRSA-N,,,
#34922 376.2591@34.205 MS1+ [Scan #4032 @34.0658 MS2 +],,1,lr_msms_nist,18802,375.248,375,970,970,100,Lys-Thr-Lys,1,C16H33N5O5,[M+H]+,,,,0,1082554,YKBSXQFZWFXFIB-UHFFFAOYSA-N,,,
#34922 376.2591@34.205 MS1+ [Scan #4047 @34.1132 MS2 +],,1,hr_msms_nist,28921,375.248,375,401,401,100,Thr-Lys-Lys,1,C16H33N5O5,[M+H]+,,,,0,1096219,MGJLBZFUXUGMML-UHFFFAOYSA-N,,,
#34925 398.2410@34.331 MS1+ [Scan #4041 @34.2108 MS2 +],,1,hr_msms_nist,270006,493.283,493,994,994,25.9,Cytochalasin H,1,C30H39NO5,[M+H-C2H8O4]+,,,,53760193,1470586,NAEWXXDGBKTIMN-OWTACEMYSA-N,,,
#34976 435.2352@34.421 MS1+ [Scan #4081 @34.3725 MS2 +],,1,hr_msms_nist,213547,452.241,452,327,327,100,19-Norandrosterone glucuronide,1,C24H36O8,[M+H-H2O]+,,,,294213868,1388140,JGNAYBFRYHOLMC-LFFCILJBSA-N,,,
#35026 491.2355@34.612 MS1+ [Scan #4119 @34.7807 MS2 +],,1,hr_msms_nist,244670,490.225,490,527,527,100,Glimepiride,1,C24H34N4O5S,[M+H]+,,,,93479971,1432612,WIGIZIANZCJQQY-RUCARUNLSA-N,,,
#35038 350.9871@34.749 MS1+ [Scan #4101 @34.6197 MS2 +],,1,lr_msms_nist,117698,326.001,326,546,546,69.8,Tris(1-chloro-2-propyl) phosphate,1,C9H18Cl3O4P,[M+Na+2i]+,,,,13674845,1585044,KVMPUXDNESXNOH-UHFFFAOYSA-N,,,
#35038 350.9871@34.749 MS1+ [Scan #4114 @34.7438 MS2 +],,1,lr_msms_nist,117698,326.001,326,536,536,67,Tris(1-chloro-2-propyl) phosphate,1,C9H18Cl3O4P,[M+Na+2i]+,,,,13674845,1585044,KVMPUXDNESXNOH-UHFFFAOYSA-N,,,
#35128 359.2363@35.158 MS1+ [Scan #4185 @35.2822 MS2 +],,1,hr_msms_nist,153435,358.237,358,474,474,59.9,Pracinostat,1,C20H30N4O2,[M+H]+,,,,929016966,1301147,JHDKZFFAIZKUCU-ZRDIBKRKSA-N,,,
#35138 478.2736@35.334 MS1+ [Scan #4183 @35.2690 MS2 +],,1,hr_msms_nist,724082,477.263,477,525,525,98.3,"(8R,9a'S,10a'S)-1',1',4,4,12'-Pentamethyl-6',7',8',9',10',10a'-hexahydro-1'H,4H,11'H-spiro[1,4-dioxepino[2,3-g]indole-8,2'-[3a,9a](epiminomethano)cyclopenta[b]quinolizine]-9,11'(10H)-dione",1,C28H35N3O4,[M+H]+,,,,0,3103098,KYKUTNUWXQVSSU-DDOVHJNQSA-N,,,
#35164 437.1933@35.486 MS1+ [Scan #4399 @35.4085 MS2 +],,1,hr_msms_nist,27155,436.193,436,736,736,78.1,Met-Met-Arg,1,C16H32N6O4S2,[M+H]+,,,,0,1094449,OXIWIYOJVNOKOV-UHFFFAOYSA-N,,,
#35164 437.1933@35.486 MS1+ [Scan #4296 @35.4125 MS2 +],,1,hr_msms_nist,27155,436.193,436,694,694,100,Met-Met-Arg,1,C16H32N6O4S2,[M+H]+,,,,0,1094449,OXIWIYOJVNOKOV-UHFFFAOYSA-N,,,
#35177 657.3356@35.491 MS1+ [Scan #4226 @35.5045 MS2 +],,1,biopep_msms_nist,47991,656.332,656,577,577,96.7,BQ-610,1,C36H44N6O6,[M+H]+,,"4/0,L,Homopiperidinylcarbonyl/1,W,Dstereo/1,W,Formyl/2,W,Dstereo",,0,0,,,,
#35233 383.2039@36.158 MS1+ [Scan #4310 @36.1643 MS2 +],,1,hr_msms_nist,797591,382.189,382,535,535,41.8,"Methyl (19.alpha.,20.alpha.)-11-methoxy-19-methyl-16,17-didehydrooxayohimban-16-carboxylate",1,C22H26N2O4,[M+H]+,,,,482962,3195707,KXEMQEGRZWUKJS-RURTYGRKSA-N,,,
#35273 419.2404@36.332 MS1+ [Scan #4321 @36.3493 MS2 +],,1,hr_msms_nist,98267,396.251,396,752,752,98.4,"16,16-Dimethyl-6-ketoprostaglandin E1",1,C22H36O6,[M+Na]+,,,,75874327,1215373,BWEWJWWBXZXMHO-XDCFTEKWSA-N,,,
#35289 437.1934@36.332 MS1+ [Scan #4319 @36.2285 MS2 +],,1,hr_msms_nist,27155,436.193,436,795,795,85.4,Met-Met-Arg,1,C16H32N6O4S2,[M+H]+,,,,0,1094449,OXIWIYOJVNOKOV-UHFFFAOYSA-N,,,
#35291 453.1675@36.412 MS1+ [Scan #4315 @36.3115 MS2 +],,1,hr_msms_nist,613212,430.184,430,513,513,82.6,Phenethyl rutinoside,1,C20H30O10,[M+Na]+,,,,88510081,1955933,OKUGUNDXBGUFPA-OCGSKHJZSA-N,,,
#36944 487.1801@8.576 MS1+ [Scan #1055 @8.6042 MS2 +],,1,hr_msms_nist,297975,464.197,464,453,453,90.1,Beclomethasone 21-propionate,1,C25H33ClO6,[M+Na]+,,,,69224799,1509801,OPNPEZLXXKGRTA-XGQKBEPLSA-N,,,
#38649 453.3434@22.526 MS1+ [Scan #2691 @22.4400 MS2 +],,1,hr_msms_nist,111636,488.35,488,368,368,64,Asiatic acid,1,C30H48O5,[M+H-2H2O]+,,,,464926,1238034,JXSVIVRDWWRQRT-UYDOISQJSA-N,,,
#38843 588.4091@24.800 MS1+ [Scan #2988 @24.7478 MS2 +],,1,MoNA-export-LipidBlast,37336,587.395,587,933,933,50,PC 23:3e,1,C31H58NO7P,[M+H]+,,,,0,0,LYHFVNFQVQNEFG-SEEYPOKLSA-N,,,
#38850 379.0699@24.836 MS1+ [Scan #2904 @24.7113 MS2 +],,1,hr_msms_nist,203423,356.088,356,336,336,98.4,Sulindac,1,C20H17FO3S,[M+Na]+,,,,38194502,1372810,MLKXDPUZXIRXEP-RQZCQDPDSA-N,,,
#39575 375.1689@31.491 MS1+ [Scan #3789 @31.4580 MS2 +],,1,hr_msms_nist,847946,352.175,352,443,443,99,Ethyl 2-(4-(t-BOC)piperazin-1-yl)-4-hydroxypyrimidine-5-carboxylate,1,C16H24N4O5,[M+Na]+,,,,1065074318,3257440,QKKFACJXVJWDAL-UHFFFAOYSA-N,,,
#39615 421.1573@31.830 MS1+ [Scan #3834 @31.8045 MS2 +],,1,hr_msms_nist,611361,420.157,420,454,454,28.1,Auricalasin,1,C25H24O6,[M+H]+,,,,60297372,1953521,PSEBCAMYGWGJMH-UHFFFAOYSA-N,,,
#39778 376.2591@33.313 MS1+ [Scan #4094 @33.1568 MS2 +],,1,lr_msms_nist,18802,375.248,375,968,968,100,Lys-Thr-Lys,1,C16H33N5O5,[M+H]+,,,,0,1082554,YKBSXQFZWFXFIB-UHFFFAOYSA-N,,,
#39783 398.2410@33.313 MS1+ [Scan #4098 @33.1818 MS2 +],,1,hr_msms_nist,935287,397.225,397,920,920,57.1,2-{[4-(Dipentylamino)-2-hydroxyphenyl]carbonyl}benzoic acid,1,C24H31NO4,[M+H]+,,,,134338991,3371527,FHHJEXZQGLHKOT-UHFFFAOYSA-N,,,
#39785 414.2150@33.313 MS1+ [Scan #4022 @33.2887 MS2 +],,1,hr_msms_nist,710796,431.21,431,858,858,56.6,"3-((4,7-Dimethyl-1-((1E)-prop-1-en-1-yl)-1,5,6,7,8,8a-hexahydronaphthalen-2-yl)carbonyl)-4-hydroxy-5-(4-hydroxyphenyl)pyridin-2(1H)-one",1,C27H29NO4,[M+H-H2O]+,,,,2111899126,3085040,FCQPLAILVSLWDT-SNAWJCMRSA-N,,,
#39823 435.2353@33.447 MS1+ [Scan #4150 @33.5583 MS2 +],,1,hr_msms_nist,661079,412.246,412,549,549,85.1,Andromedotoxin,1,C22H36O7,[M+Na]+,,,,4720096,3019219,NXCYBYJXCJWMRY-VGBBEZPXSA-N,,,
#39946 365.2774@34.515 MS1+ [Scan #4257 @34.3975 MS2 +],,1,hr_msms_nist,102915,382.272,382,661,661,36.2,"16,16-Dimethylprostaglandin F2.alpha.",1,C22H38O5,[M+H-H2O]+,,,,39746231,1222305,YMRWVEHSLXJOCD-SCOYTADVSA-N,,,
#40067 357.1471@35.487 MS1+ [Scan #4408 @35.4523 MS2 +],,1,hr_msms_nist,249158,436.134,436,696,696,87.8,"1-Propanone, 1-[4-(5'-chloro-3,5-dimethyl[2,4'-bipyridin]-2'-yl)-1-piperazinyl]-3-(methylsulfonyl)-",1,C20H25ClN4O3S,[M+H-CH4SO2]+,,,,1373615350,1438887,BBVNTTZIOTWDSV-UHFFFAOYSA-N,,,
